Header Information_RECTYPE,TABLE,TABLE_NUMBER,TABLE_DESCRIPTION,SECTION,SECTION_DESCRIPTION,PART,PART_DESCRIPTION,ORDER,Variable Information_RECTYPE,VARIABLE_NAME,VARIABLE_DESCRIPTION,START_POSITION,FORMAT,CHANGE,CHANGE_TYPE
EAPA,EXPN,6,Detailed Expenditures Files,6,"Appliances, Household Equipment, and Other Selected Items",A,Purchase of Household Appliances,24,EAPA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5),,
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,CARTKUPQ,"Cars and trucks, used (net outlay) last quarter  
460110   460901",2501,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,CARTKUCQ,"Cars and trucks, used (net outlay) this quarter same UCCs as above
",2513,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHVEHPQ,"Other vehicles last quarter
 450220   460902
",2525,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHVEHCQ,"Other vehicles this quarter
 same UCCs as above
",2537,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,GASMOPQ,"Gasoline and motor oil last quarter
 470111   470112   470113   470211   470212
",2549,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,GASMOCQ,"Gasoline and motor oil this quarter
 same UCCs as above
",2561,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VEHFINPQ,"Vehicle finance charges last quarter
 510110   510901   510902   850300
",2573,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VEHFINCQ,"Vehicle finance charges this quarter
 same UCCs as above
",2585,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MAINRPPQ,"Maintenance and repairs last quarter
 470220   480110   480212   480213   480214   480215 490110   490211   490212   490221   490231   490232 490311   490312   490313   490314   490318   490319 490411   490412   490413   490501   490900
",2597,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MAINRPCQ,"Maintenance and repairs this quarter
 same UCCs as above
",2609,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VEHINSPQ,"Vehicle insurance last quarter
 500110
",2621,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VEHINSCQ,"Vehicle insurance this quarter
 same UCC as above
",2633,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VRNTLOPQ,"Vehicle rental, leases, licenses, and other charges last quarter  
450310   450313   450314   450410   450413   450414   520110  520310   520410 520511   520512   520521   520522   520531   520532  520541   520542   520550   520560   520902   520905   620113",2645,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VRNTLOCQ,"Vehicle rental, leases, licenses, and other charges this quarter same UCCs as above
",2657,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PUBTRAPQ,"Public and other transportation last quarter
 TRNTRPPQ + TRNOTHPQ",2669,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PUBTRACQ,"Public and other transportation this quarter
 same composition as above",2681,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TRNTRPPQ,"Public and other transportation on trips last quarter
 530110   530210   530312   530411   530510   530901",2693,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TRNTRPCQ,"Public and other transportation on trips this quarter
 same UCCs as above",2705,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TRNOTHPQ,"Local public transportation, excluding on trips last quarter  
530311   530412   530902",2717,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TRNOTHCQ,"Local public transportation, excluding on trips this quarter same UCCs as above
",2729,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,HEALTHPQ,"Health care last quarter
 HLTHINPQ + MEDSRVPQ + PREDRGPQ + MEDSUPPQ
",2741,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,HEALTHCQ,"Health care this quarter
 same composition as above
",2753,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,HLTHINPQ,"Health insurance last quarter
 580111   580112   580113   580114   580311   580312 580400   580901  580903   580904   580905   580906 580907",2765,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,HLTHINCQ,"Health insurance this quarter
 same UCCs as above
",2777,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MEDSRVPQ,"Medical services last quarter
 560110   560210   560310   560330   560400   570111 570220   570230   570240
",2789,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MEDSRVCQ,"Medical services this quarter
 same UCCs as above
",2801,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PREDRGPQ,"Prescription drugs last quarter
 540000
",2813,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PREDRGCQ,"Prescription drugs this quarter
 same UCC as above
",2825,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MEDSUPPQ,"Medical supplies last quarter
 550110   550320   550330   550340   570901   570903
",2837,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MEDSUPCQ,"Medical supplies this quarter
 same UCCs as above
",2849,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,ENTERTPQ,"Entertainment last quarter
 FEEADMPQ + TVRDIOPQ + OTHEQPPQ
",2861,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,ENTERTCQ,"Entertainment this quarter
 same composition as above
",2873,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,FEEADMPQ,"Fees and admissions last quarter
 610900   620111   620121  620122   620211   620212 620221   620222   620310   620903
",2885,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,FEEADMCQ,"Fees and admissions this quarter
 same UCCs as above
",2897,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TVRDIOPQ,"Televisions, radios, and sound equipment last quarter 
270310  270311   310140   310210   310220   310240  310311   310313   310314   310320   310333   310334 310340   310350   340610   340902   340905   610130  690320    690330    690340   690350   620904   620912",2909,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TVRDIOCQ,"Televisions, radios, and sound equipment this quarter same UCCs as above
",2921,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHEQPPQ,"Other equipment and services last quarter
 PETTOYPQ + OTHENTPQ
",2933,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHEQPCQ,"Other equipment and services this quarter
 same composition as above
",2945,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PETTOYPQ,"Pets, toys, and playground equipment last quarter 
610110  610120  610320  620410  620420  610140",2957,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PETTOYCQ,"Pets, toys, and playground equipment this quarter same UCCs as above
",2969,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHENTPQ,"Other entertainment last quarter
520901   520904   520907   600110   600121  600122   600132   600141   600142   600210   600310   600410  600420   600430   600901   600902   610210   610230 620320   620330   620905   620906   620908   620909 620919   620921   620922   620930   680310  680320",2981,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OTHENTCQ,"Other entertainment this quarter
 same UCCs as above
",2993,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PERSCAPQ,"Personal care last quarter
 640130   640420 650310
",3005,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PERSCACQ,"Personal care this quarter
 same UCCs as above
",3017,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,READPQ,"Reading last quarter
 590220   590230   590310   590410   660310
",3029,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,READCQ,"Reading this quarter
 same UCCs as above
",3041,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,EDUCAPQ,"Education last quarter
660110   660210  660410   660901  660902  670110   670210  670410   670901   670902  670903",3053,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,EDUCACQ,"Education this quarter
 same UCCs as above
",3065,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOBACCPQ,"Tobacco and smoking supplies last quarter
 630110   630210
",3077,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOBACCCQ,"Tobacco and smoking supplies this quarter
 same UCCs as above
",3089,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISCPQ,"Miscellaneous expenditures last quarter
 MISC1PQ + MISC2PQ
",3101,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISCCQ,"Miscellaneous expenditures this quarter
 same composition as above
",3113,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISC1PQ,"Miscellaneous expenditures last quarter (data collected in all interviews)
 620112   620115   620926   680110   680140   680210 680220   680901   680902   680904   790600   880210 900002
NOTE: See important information about the miscellaneous expenditure variables under the SUMMARY EXPENDITURE DATA heading under the ""Notes on Files"" section of the User's guide",3125,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISC1CQ,"Miscellaneous expenditures this quarter (data collected in all interviews)
 same UCCs as above
",3137,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISC2PQ,"Miscellaneous expenditures last quarter (data collected only in fifth interview)
 710110
NOTE: See important information about the miscellaneous expenditure variables under the SUMMARY EXPENDITURE DATA heading under the ""Notes on Files"" section of the User's guide",3149,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISC2CQ,"Miscellaneous expenditures this quarter (data collected only in fifth interview)
 same UCCs as above",3161,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,CASHCOPQ,"Cash contributions last quarter
800111   800121   800804   800811   800821   800831 800841   800851   800861
NOTE:  See important information about the cash contributions variables under the SUMMARY EXPENDITURE DATA heading  under the ""Notes on Files"" section of the User's guide",3173,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,CASHCOCQ,"Cash contributions this quarter
 same UCCs as above
",3185,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PERINSPQ,"
 heading prior to this list of variables.
 Personal insurance and pensions last quarter
 LIFINSPQ + RETPENPQ",3197,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,PERINSCQ,"Personal insurance and pensions this quarter
 same composition as above
",3209,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,LIFINSPQ,"Life and other personal insurance last quarter 
002120   700110",3221,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,LIFINSCQ,"Life and other personal insurance this quarter same UCCs as above
",3233,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,RETPENPQ,"Retirement, pensions, Social Security last quarter 
800910   800920   800931   800932   800940",3245,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,RETPENCQ,"Retirement, pensions, Social Security this quarter same UCCs as above
",3257,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTEX4PQ,"Adjusted total expenditures last quarter
 (To be used for population estimates - see information under Summary Expenditure Data heading.)
TOTEXPPQ - MISCPQ + MISC1PQ + 4*(MISC2PQ)
NOTE:  *TOTEXPPQ, *TOTEXPCQ, *TOTEX4PQ, and *TOTEX4CQ,  totals exclude items which are only collected in the Diary Survey.  See Section VIII for a further explanation.",3387,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTEX4CQ,"Adjusted total expenditures this quarter collected in Interview Survey
 (To be used for population estimates - see information under Summary Expenditure Data heading.)
 same composition as above
NOTE:  *TOTEXPPQ, *TOTEXPCQ, *TOTEX4PQ, and *TOTEX4CQ,  totals exclude items which are only collected in the Diary Survey.  See Section VIII for a further explanation.",3399,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISCX4PQ,"Adjusted miscellaneous expenditures last quarter
 (To be used for population estimates - see information under Summary Expenditure Data heading.)
 MISC1PQ + (4*MISC2PQ)
",3411,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,MISCX4CQ,"Adjusted miscellaneous expenditures this quarter
 (To be used for population estimates - see information under Summary Expenditure Data heading.)
 same composition as above
",3423,"NUM(12,4)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTOTALP,"Total of all trip expenditures last quarter
 (TFOODTOP+TALCBEVP+TOTHRLOP+TTRANPRP+
 TENTRMNP)
",3462,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTOTALC,"Total of all trip expenditures this quarter
 Same composition as above
",3472,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODTOP,"Total trip expenditures on food last quarter including both restaurant food and food prepared by CU
 (TFOODAWP+TFOODHOP)
",3482,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODTOC,"Total trip expenditures on food this quarter including both restaurant food and food prepared by CU
 Same composition as above
",3492,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODAWP,"Food and non-alcoholic beverages last quarter at restaurants, cafes, and fast food places during out-of-town trips 
190903",3502,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODAWC,"Food and non-alcoholic beverages this quarter at restaurants, cafes, and fast food places during out-of-town trips same UCC as above
",3512,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODHOP,"Food and beverages purchased and prepared by CU last quarter during out-of-town trips
 190904
",3522,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFOODHOC,"Food and beverages purchased and prepared by CU this quarter during out-of-town trips
 same UCC as above
",3532,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TALCBEVP,"Total trip expenditures last quarter on alcoholic beverages at restaurants, cafes, and bars
 200900
",3542,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TALCBEVC,"Total trip expenditures this quarter on alcoholic beverages at restaurants, cafes, and bars
 same UCC as above
",3552,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHRLOP,"Total trip expenditures on lodging last quarter including rent for vacation home, and motels
 210210
",3562,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHRLOC,"Total trip expenditures on lodging this quarter including rent for vacation home, and motels
 same UCC as above
",3572,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTRANPRP,"Total trip expenditures on transportation last quarter including airfare, local transportation, tolls and parking fees, and car rentals
 (TGASMOTP+TVRENTLP+TTRNTRIP)
",3582,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTRANPRC,"Total trip expenditures on transportation this quarter including airfare, local transportation, tolls and parking fees, and car rentals
 same composition as above
",3592,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TGASMOTP,"Trip expenditures on gas and oil last quarter  
470113   470212",3602,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TGASMOTC,"Trip expenditures on gas and oil this quarter same UCCs as above
",3612,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TVRENTLP,"Trip expenditures on vehicle rentals and other fees last quarter
 (TCARTRKP+TOTHVHRP+TOTHTREP)
",3622,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TVRENTLC,"Trip expenditures on vehicle rentals and other fees this quarter
 same composition as above
",3632,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TCARTRKP,"Trip expenditures on car or truck rental last quarter 
520512   520522",3642,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TCARTRKC,"Trip expenditures on car or truck rental this quarter same UCCs as above
",3652,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHVHRP,"Trip expenditures on other vehicle rentals last quarter  
520905",3662,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHVHRC,"Trip expenditures on other vehicle rentals this quarter same UCCS as above
",3672,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHTREP,"Trip expenditures last quarter for other transportation expenses including parking fees, and tolls
 520532   520542
",3682,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHTREC,"Trip expenditures this quarter for other transportation expenses including parking fees, and tolls
 same UCCs as above
",3692,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTRNTRIP,"Trip expenditures last quarter for public transportation, including airfares
 (TFAREP+TLOCALTP)
",3702,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TTRNTRIC,"Trip expenditures this quarter for public transportation, including airfares
 same composition as above
",3712,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFAREP,"Trip expenditures last quarter on transportation fares including airfare, intercity bus, train, and ship fare (TAIRFARP+TOTHFARP)
",3722,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFAREC,"Trip expenditures this quarter on transportation fares including airfare, intercity bus, train, and ship fare same composition as above
",3732,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TAIRFARP,"Trip expenditures on airfare last quarter
 530110
",3742,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TAIRFARC,"Trip expenditures on airfare this quarter
 same UCC as above
",3752,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHFARP,"Tip expenditures last quarter on other transportation fares including intercity bus and train fare, and ship fare 530210   530510   530901
",3762,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHFARC,"Tip expenditures this quarter on other transportation fares including intercity bus and train fare, and ship fare same UCCs as above
",3772,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TLOCALTP,"Trip expenditures last quarter on local transportation including taxis, buses etc.
 530312   530411
",3782,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TLOCALTC,"Trip expenditures this quarter on local transportation including taxis, buses etc.
 same UCCs as above
",3792,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TENTRMNP,"Total trip expenditures on entertainment last quarter including sporting events, movies, and recreational vehicle rentals TFEESADP+TOTHENTP
",3802,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TENTRMNC,"Total trip expenditures on entertainment this quarter including sporting events, movies, and recreational vehicle rentals same composition as above
",3812,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFEESADP,"Trip expenditures on miscellaneous entertainment last quarter including recreation expenses, participation sport fees, and admission fees to sporting events and movies
 610900   620122   620212   620222   620903
",3822,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TFEESADC,"Trip expenditures on miscellaneous entertainment this quarter including recreation expenses, participation sport fees, and admission fees to sporting events and movies
 same UCCs as above
",3832,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHENTP,"Trip expenditures on recreational vehicle rentals last quarter including campers, boats, and other vehicles
 520907   620909   620919
",3842,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,TOTHENTC,"Trip expenditures on recreational vehicle rentals this quarter including campers, boats, and other vehicles
 same UCCs as above
",3852,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OWNVACP,"The following variables include expenditures related to vacation homes.  Because these types of expenditures are not directly related to travel, they are not included in TOTALP(C) and hence the names of these variables do not start with a ""T"".  While principal and interest payments for owned vacation homes are included in the variables below, please be aware that rent paid for vacation homes is included in TOTHRLOP(C).
 Expenditures on owned vacation homes last quarter including mortgage interest, insurance, taxes, maintenance, and miscellaneous household equipment
 VOTHRLOP+VMISCHEP
",3862,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,OWNVACC,"Expenditures on owned vacation homes this quarter including mortgage interest, insurance, taxes, maintenance, and miscellaneous household equipment
 same composition as above
",3872,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VOTHRLOP,"Expenditures on owned vacation homes last quarter including mortgage interest, insurance, taxes, and maintenance
210902   220122   220212   220312   220314  220902   230123   230152   230902   240113 240123   240214   240223   240313   240323   320613 320623   320633   340912  680905   810302  840102 880310   990940",3882,"NUM(10,3)"
FSUM,FMLY,1,Consumer Unit (CU) Characteristics And Income File,,Summary Expenditure Data,,,6.5,FSUM,VOTHRLOC,"Expenditures on owned vacation homes this quarter including mortgage interest, insurance, taxes, and maintenance
 same UCCs as above
",3892,"NUM(10,3)"
